Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:18,Infared temp: 86 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.000000s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 83 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.258979s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 79 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: False , time : 0.276952s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 76 Node temp: 84 Source: 10 Coordinate: (2,2) Alert: False , time : 0.273196s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 75 Node temp: 85 Source: 13 Coordinate: (3,1) Alert: False , time : 0.278066s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 80 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: False , time : 0.294886s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 90 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.278692s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 90 Node temp: 89 Source: 1 Coordinate: (0,1) Alert: True , time : 0.272364s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 80 Node temp: 81 Source: 2 Coordinate: (0,2) Alert: False , time : 0.320060s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 80 Node temp: 83 Source: 3 Coordinate: (0,3) Alert: False , time : 0.284123s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 81 Node temp: 84 Source: 4 Coordinate: (1,0) Alert: True , time : 0.283969s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 76 Node temp: 83 Source: 5 Coordinate: (1,1) Alert: False , time : 0.286290s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 90 Node temp: 81 Source: 6 Coordinate: (1,2) Alert: True , time : 0.307424s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:39,Infared temp: 78 Node temp: 87 Source: 7 Coordinate: (1,3) Alert: False , time : 0.299094s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 75 Node temp: 90 Source: 9 Coordinate: (2,1) Alert: False , time : 0.314007s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 80 Node temp: 89 Source: 10 Coordinate: (2,2) Alert: False , time : 0.309375s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 71 Node temp: 86 Source: 12 Coordinate: (3,0) Alert: False , time : 0.314716s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 78 Node temp: 89 Source: 13 Coordinate: (3,1) Alert: False , time : 0.318088s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 90 Node temp: 89 Source: 14 Coordinate: (3,2) Alert: True , time : 0.322375s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 82 Node temp: 82 Source: 15 Coordinate: (3,3) Alert: True , time : 0.337863s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.323015s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 77 Node temp: 88 Source: 6 Coordinate: (1,2) Alert: False , time : 0.337622s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 80 Node temp: 85 Source: 7 Coordinate: (1,3) Alert: False , time : 0.332748s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 70 Node temp: 82 Source: 10 Coordinate: (2,2) Alert: False , time : 0.336836s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 85 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.336220s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 82 Node temp: 86 Source: 7 Coordinate: (1,3) Alert: True , time : 0.332928s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 74 Node temp: 88 Source: 10 Coordinate: (2,2) Alert: False , time : 0.341020s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 79 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.336406s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 78 Node temp: 85 Source: 1 Coordinate: (0,1) Alert: False , time : 0.342346s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 82 Node temp: 90 Source: 2 Coordinate: (0,2) Alert: True , time : 0.386300s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 70 Node temp: 90 Source: 3 Coordinate: (0,3) Alert: False , time : 0.363070s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 87 Source: 4 Coordinate: (1,0) Alert: True , time : 0.352125s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 75 Node temp: 86 Source: 5 Coordinate: (1,1) Alert: False , time : 0.348743s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 81 Node temp: 85 Source: 6 Coordinate: (1,2) Alert: True , time : 0.374820s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 78 Node temp: 88 Source: 8 Coordinate: (2,0) Alert: False , time : 0.365280s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 86 Source: 9 Coordinate: (2,1) Alert: True , time : 0.382748s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 70 Node temp: 90 Source: 10 Coordinate: (2,2) Alert: False , time : 0.379481s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 79 Node temp: 81 Source: 12 Coordinate: (3,0) Alert: False , time : 0.383865s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 90 Node temp: 89 Source: 13 Coordinate: (3,1) Alert: True , time : 0.390018s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 85 Node temp: 90 Source: 14 Coordinate: (3,2) Alert: True , time : 0.391736s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 82 Node temp: 85 Source: 15 Coordinate: (3,3) Alert: True , time : 0.410489s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 74 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.390683s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 86 Node temp: 84 Source: 1 Coordinate: (0,1) Alert: True , time : 0.388493s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 81 Node temp: 85 Source: 4 Coordinate: (1,0) Alert: True , time : 0.398758s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 73 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: False , time : 0.418819s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 81 Node temp: 85 Source: 12 Coordinate: (3,0) Alert: True , time : 0.405493s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 83 Source: 13 Coordinate: (3,1) Alert: True , time : 0.411182s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 71 Node temp: 90 Source: 4 Coordinate: (1,0) Alert: False , time : 0.405701s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 73 Node temp: 88 Source: 6 Coordinate: (1,2) Alert: False , time : 0.425340s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 71 Node temp: 90 Source: 7 Coordinate: (1,3) Alert: False , time : 0.415505s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 70 Node temp: 84 Source: 8 Coordinate: (2,0) Alert: False , time : 0.407892s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 81 Node temp: 87 Source: 9 Coordinate: (2,1) Alert: True , time : 0.425721s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 86 Source: 11 Coordinate: (2,3) Alert: True , time : 0.431158s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 81 Source: 13 Coordinate: (3,1) Alert: True , time : 0.426425s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 71 Node temp: 85 Source: 14 Coordinate: (3,2) Alert: False , time : 0.431561s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 81 Source: 15 Coordinate: (3,3) Alert: True , time : 0.455623s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 80 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.440191s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 85 Source: 1 Coordinate: (0,1) Alert: True , time : 0.440717s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 89 Node temp: 85 Source: 2 Coordinate: (0,2) Alert: True , time : 0.488984s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 89 Node temp: 86 Source: 3 Coordinate: (0,3) Alert: True , time : 0.461476s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 89 Node temp: 88 Source: 4 Coordinate: (1,0) Alert: True , time : 0.451334s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 70 Node temp: 88 Source: 5 Coordinate: (1,1) Alert: False , time : 0.453227s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 76 Node temp: 89 Source: 6 Coordinate: (1,2) Alert: False , time : 0.471548s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 82 Source: 15 Coordinate: (3,3) Alert: True , time : 0.472766s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 77 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.463074s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 86 Node temp: 82 Source: 1 Coordinate: (0,1) Alert: True , time : 0.456905s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 85 Node temp: 81 Source: 2 Coordinate: (0,2) Alert: True , time : 0.504373s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 89 Node temp: 81 Source: 3 Coordinate: (0,3) Alert: True , time : 0.476360s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 70 Node temp: 81 Source: 4 Coordinate: (1,0) Alert: False , time : 0.464246s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 72 Node temp: 90 Source: 5 Coordinate: (1,1) Alert: False , time : 0.465794s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 83 Source: 15 Coordinate: (3,3) Alert: True , time : 0.490637s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 70 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.473976s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 73 Node temp: 87 Source: 1 Coordinate: (0,1) Alert: False , time : 0.474068s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 82 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.477105s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 76 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.469440s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 90 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.470919s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 80 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.473118s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 71 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.474949s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 77 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.464441s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 78 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.462479s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 71 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.462429s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 90 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.450514s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 77 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.449785s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.441249s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.442252s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.436388s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 85 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.435719s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 73 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.433009s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.432532s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 80 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.422061s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 71 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.420312s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.409553s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 70 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.408193s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 85 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.408100s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 83 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.396371s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 79 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.396099s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 83 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.394769s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 76 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.391961s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 70 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.392123s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 80 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.389771s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.389606s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 74 Node temp: 90 Source: 1 Coordinate: (0,1) Alert: False , time : 0.555150s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 77 Node temp: 87 Source: 2 Coordinate: (0,2) Alert: False , time : 0.591699s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 87 Node temp: 83 Source: 3 Coordinate: (0,3) Alert: True , time : 0.576292s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 74 Node temp: 86 Source: 4 Coordinate: (1,0) Alert: False , time : 0.552834s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 86 Node temp: 82 Source: 5 Coordinate: (1,1) Alert: True , time : 0.565187s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 86 Node temp: 85 Source: 6 Coordinate: (1,2) Alert: True , time : 0.582220s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 85 Node temp: 88 Source: 7 Coordinate: (1,3) Alert: True , time : 0.573779s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 74 Node temp: 89 Source: 8 Coordinate: (2,0) Alert: False , time : 0.573101s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 85 Node temp: 86 Source: 9 Coordinate: (2,1) Alert: True , time : 0.590994s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 83 Node temp: 87 Source: 10 Coordinate: (2,2) Alert: True , time : 0.582410s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 77 Node temp: 87 Source: 11 Coordinate: (2,3) Alert: False , time : 0.569924s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 86 Node temp: 83 Source: 12 Coordinate: (3,0) Alert: True , time : 0.599708s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 77 Node temp: 90 Source: 14 Coordinate: (3,2) Alert: False , time : 0.593814s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 70 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: False , time : 0.609130s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 72 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.422212s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 79 Node temp: 86 Source: 1 Coordinate: (0,1) Alert: False , time : 0.567102s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 87 Node temp: 83 Source: 2 Coordinate: (0,2) Alert: True , time : 0.628204s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 86 Node temp: 88 Source: 3 Coordinate: (0,3) Alert: True , time : 0.602088s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 90 Node temp: 90 Source: 4 Coordinate: (1,0) Alert: True , time : 0.589405s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 75 Node temp: 88 Source: 5 Coordinate: (1,1) Alert: False , time : 0.594231s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 82 Node temp: 87 Source: 7 Coordinate: (1,3) Alert: True , time : 0.599453s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 82 Source: 9 Coordinate: (2,1) Alert: True , time : 0.625131s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 86 Node temp: 85 Source: 10 Coordinate: (2,2) Alert: True , time : 0.610086s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 73 Node temp: 82 Source: 12 Coordinate: (3,0) Alert: False , time : 0.628097s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 83 Source: 14 Coordinate: (3,2) Alert: True , time : 0.629893s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 90 Node temp: 84 Source: 15 Coordinate: (3,3) Alert: True , time : 0.638366s 
